track_name,valence,energy,danceability,acousticness,instrumentalness,user_preference
Leave a Light On - High Contrast Remix,0.504,0.913,0.409,0.000692,0.0341,7.38
My Molasses,0.583,0.83,0.498,0.539,0.3289999999999999,6.27
On You,0.61,0.716,0.852,0.0692,0.0676,7.97
Do or Die,0.647,0.835,0.7070000000000001,0.374,8.5e-06,8.09
Patience,0.482,0.528,0.71,0.0932,6.36e-06,6.72
Elvis' Flowers (on my grave),0.385,0.868,0.457,0.308,4.58e-06,7.36
Limbo,0.307,0.753,0.5870000000000001,0.305,0.0274,6.48
Deliverance,0.0929,0.5379999999999999,0.401,0.0964,0.895,4.46
Nothing Can Keep Us Apart,0.636,0.722,0.64,0.2319999999999999,0.107,7.0
Young Dumb & Broke,0.364,0.4029999999999999,0.695,0.157,0.715,5.65
Nutty Oil,0.6859999999999999,0.4589999999999999,0.7140000000000001,0.0372,0.863,6.08
Entropy,0.684,0.877,0.564,5.39e-06,0.879,6.51
"The Louder I Call, the Faster It Runs",0.505,0.866,0.575,0.044,0.0132,8.36
Mystery of Time,0.0378,0.222,0.1009999999999999,0.904,0.485,2.54
Nonbeliever,0.188,0.515,0.359,0.174,0.000214,5.73
Unholy,0.626,0.57,0.821,0.255,0.688,6.54
The Healing,0.0346,0.102,0.142,0.903,0.7759999999999999,1.04
Leave a Light On - Jayson DeZuzio Remix,0.265,0.5720000000000001,0.629,0.0215,2.47e-05,7.02
I Live A Little Lie,0.653,0.8370000000000001,0.488,0.000663,0.2739999999999999,7.2
Up in the Air,0.742,0.665,0.779,0.146,3.06e-06,8.39
Calm,0.251,0.295,0.612,0.45,0.000134,5.5
Calm Snow - Acoustic,0.298,0.7140000000000001,0.451,0.0838,0.00486,7.0
What Kind Of Love,0.731,0.831,0.6829999999999999,0.00109,2.86e-06,8.27
Attention (Intro),0.286,0.578,0.304,0.455,0.00014,5.85
Being Alive,0.643,0.6970000000000001,0.395,0.139,0.00861,7.28
O Sleeper,0.0814,0.186,0.476,0.401,8.68e-06,4.68
Donggo,0.695,0.838,0.807,0.0278,0.938,6.83
Thru the Cracks,0.504,0.7440000000000001,0.32,0.00778,0.000408,6.95
As I Look Around,0.175,0.499,0.615,0.355,0.0002279999999999,5.9
Beige (Shy Girls Remix),0.159,0.696,0.615,0.317,0.166,6.07
Compromised,0.961,0.425,0.957,0.1639999999999999,0.00665,8.81
Sick Boy - Prismo Remix,0.295,0.868,0.58,0.000882,3.99e-05,7.46
Mulholland Drive,0.919,0.6409999999999999,0.759,0.0313,5.51e-05,8.56
Hormone,0.755,0.595,0.755,0.186,0.583,6.35
Helheim,0.0344,0.331,0.136,0.975,0.679,1.99
Humilde Serenata,0.508,0.606,0.3939999999999999,0.192,5.45e-06,6.46
Easy Street,0.499,0.561,0.489,0.00124,2.28e-06,7.16
Promise For Keeps,0.123,0.8370000000000001,0.715,0.000258,0.000603,7.47
Infieles,0.8590000000000001,0.557,0.8290000000000001,0.178,0.00122,8.35
Excess,0.599,0.743,0.741,0.0143,0.858,5.9
Mind,0.596,0.4539999999999999,0.728,0.536,0.0084599999999999,6.44
Black Hole,0.285,0.971,0.206,0.0006929999999999,0.0038799999999999,7.16
Into You - Antoine Delvig Remix,0.317,0.923,0.708,0.000647,0.0431,7.2
Valkyries,0.0386,0.381,0.183,0.437,0.5579999999999999,3.43
Change,0.0845,0.355,0.498,0.797,0.00315,3.92
Lleno De Humo,0.951,0.584,0.691,0.119,4.17e-06,8.23
Yo Mismo,0.544,0.8220000000000001,0.528,0.000502,5.45e-06,7.65
Halcyon,0.341,0.578,0.586,0.7120000000000001,0.104,5.74
Vietnam (feat. YOUNG MAN & Lechero) - Jay Silva Remix,0.34,0.885,0.696,0.000205,0.024,8.31
Lullaby for Rosa,0.0549,0.0262,0.4039999999999999,0.993,0.942,1.67
Wheel of Fortune,0.528,0.887,0.758,0.139,6.25e-05,8.31
Read About Memory,0.233,0.179,0.4529999999999999,0.682,0.0156,4.51
Empty Bottles (feat. BionicPIG),0.105,0.5820000000000001,0.53,0.487,0.00306,5.57
Disarray,0.532,0.948,0.278,0.00173,0.439,6.9
Guardians,0.417,0.285,0.2189999999999999,0.7759999999999999,0.962,2.91
flight for life,0.934,0.652,0.616,4.03e-05,0.6459999999999999,7.04
What Are You Waiting For,0.254,0.925,0.542,0.00852,0.0027199999999999,7.14
Name Drop Interlude - Robert Glasper x KAYTRANADA,0.396,0.475,0.8240000000000001,0.55,0.0685,6.16
Nothing Has to Be True,0.253,0.3329999999999999,0.54,0.086,3.59e-05,5.93
Ready Player One (Main Title),0.0745,0.245,0.18,0.871,0.297,2.52
Leopard,0.608,0.445,0.703,0.499,0.0139999999999999,6.43
Steps To Mindfulness,0.0368,0.1169999999999999,0.256,0.953,0.907,1.39
Dime Amor - Electro Remix,0.244,0.88,0.618,0.0385,1.55e-05,7.29
"I Wish I Knew How It Would Feel to Be Free - From Tyler Perry's ""Acrimony""",0.19,0.316,0.276,0.906,3.71e-05,3.91
Higher,0.351,0.782,0.667,0.0617,0.00257,7.82
Flickin' Your Hair,0.654,0.77,0.588,0.000125,0.46,7.08
If We Were Ghosts,0.254,0.863,0.467,0.00773,0.000132,7.16
Black Mamba,0.371,0.951,0.316,0.000537,0.0771,7.21
Tremble,0.424,0.6679999999999999,0.3429999999999999,0.176,1.57e-05,6.06
Lit City,0.276,0.6759999999999999,0.731,0.0033799999999999,5.25e-06,7.06
After,0.335,0.344,0.7290000000000001,0.845,5.92e-06,5.31
Keeper,0.085,0.0712,0.262,0.951,0.8959999999999999,1.08
Gohans Anger Theme,0.3429999999999999,0.8590000000000001,0.5660000000000001,0.0248,0.936,5.86
Southern Fried Friday Night,0.685,0.908,0.449,0.00297,0.000724,7.93
I Was a Baby,0.5489999999999999,0.65,0.721,0.55,3.47e-06,7.11
Ballad of R & J,0.917,0.845,0.408,0.0279999999999999,9.27e-06,8.1
"Busy Body (feat. E-40, Too $hort & TeeFLii)",0.6609999999999999,0.677,0.84,0.0132,3.17e-06,8.9
Infinity,0.0805,0.313,0.701,0.125,0.55,4.76
Two High - Acoustic,0.7240000000000001,0.6,0.7859999999999999,0.778,5.36e-06,7.25
The Shell,0.0943,0.33,0.55,0.0478,0.00993,5.93
Friend Of The Devil - Recorded At Spotify Studios NYC,0.266,0.2,0.684,0.596,1.13e-06,5.25
Hands,0.238,0.469,0.626,0.0717,0.00148,6.72
Next Year,0.516,0.236,0.5379999999999999,0.306,1.4e-05,6.22
Do It,0.6829999999999999,0.66,0.863,0.0317,2.2e-06,8.65
Ready made,0.964,0.472,0.659,0.00818,0.855,6.4
Lagoon,0.24,0.344,0.745,0.6709999999999999,0.607,4.05
Boom,0.418,0.741,0.616,0.209,0.032,7.05
Looking At You,0.069,0.601,0.713,0.408,0.5,4.57
Expectations,0.526,0.624,0.693,0.104,0.000215,7.51
Limerence,0.212,0.784,0.5670000000000001,0.00183,0.764,5.69
Song of the Summer,0.677,0.94,0.429,0.000298,2.69e-05,8.13
Stone Mason,0.0694,0.419,0.3289999999999999,0.259,0.8220000000000001,3.34
Forests,0.0631,0.72,0.552,0.134,7.290000000000001e-05,7.18
Rage of Plastics,0.63,0.711,0.5820000000000001,0.0528,0.00132,7.48
Waterfall Fight,0.237,0.7390000000000001,0.479,0.6459999999999999,0.933,3.54
Strings Attached,0.233,0.285,0.507,0.915,0.00627,3.61
I Don't Belong To You,0.6920000000000001,0.7240000000000001,0.5589999999999999,8.57e-05,0.223,7.9
Soy Cubano,0.6,0.868,0.777,0.184,5.82e-06,7.72
BBB,0.5589999999999999,0.376,0.892,0.00759,6.87e-06,7.24
Germans,0.416,0.852,0.61,0.159,0.942,5.66
Soft Music/Juno Portraits Of The Jovian Sky,0.746,0.74,0.653,0.0359,1.47e-06,8.18
Lights,0.12,0.184,0.148,0.8759999999999999,0.853,1.65
Tell Me You Love Me - Kideko Remix,0.7290000000000001,0.867,0.816,0.0017,0.146,8.94
You Can Call Me Al - Groove Armada Dub Redemption,0.179,0.953,0.7120000000000001,0.0009689999999999,0.0001199999999999,8.45
Chasing A Ghost,0.527,0.971,0.4579999999999999,0.00128,7.780000000000001e-05,7.94
Revolution,0.4679999999999999,0.885,0.541,0.000391,3.04e-06,7.94
bless ur heart,0.291,0.377,0.515,0.7859999999999999,8.55e-05,4.79
Jungle beat,0.235,0.255,0.74,0.252,0.52,4.34
When the Morning Light Shines In,0.203,0.196,0.467,0.905,0.943,1.86
"Decisions (Instrumental) (feat. Dre Murray, Chino Dollaz & Anesha Birchett)",0.313,0.795,0.7070000000000001,0.00402,0.826,5.54
Bag (feat. Petey Millz),0.513,0.7,0.762,0.0183,1.7800000000000002e-05,7.57
Hotel Room,0.938,0.348,0.87,0.79,3.03e-06,7.15
Chemical (feat. Ahsha & Lemay) - Hex Cougar Remix,0.24,0.8,0.368,0.1169999999999999,4.23e-05,7.29
Where I Stand,0.235,0.107,0.432,0.955,1.0800000000000002e-05,3.53
Feels Like Yesterday (feat. Robin Valo),0.24,0.902,0.657,0.00166,1.87e-05,7.71
Die Alone,0.367,0.962,0.425,2.21e-05,0.00576,7.14
Run Free,0.457,0.8009999999999999,0.574,0.0405,5.08e-06,7.82
The Reach of Your Godhood,0.0349,0.1,0.122,0.915,0.7759999999999999,0.57
A Minor Story,0.0396,0.213,0.35,0.972,0.912,1.54
Eye To Eye - Edit,0.192,0.4029999999999999,0.64,0.43,0.00485,5.16
Pink Hearts,0.359,0.977,0.488,0.000288,0.0001899999999999,7.36
Over You,0.1119999999999999,0.884,0.8079999999999999,0.0144,0.401,6.82
One More for the Road,0.192,0.301,0.479,0.884,0.586,3.45
Sao Paulo,0.2769999999999999,0.528,0.8029999999999999,0.0362,0.7759999999999999,5.46
Do You (Jaisua Remix),0.288,0.433,0.602,0.00188,0.336,5.54
Rock me now,0.985,0.921,0.6970000000000001,0.0123,0.838,7.43
Deus,0.0876,0.835,0.812,0.0014,0.85,5.29
Oh the Bliss (Reinterpretation),0.0287,0.1889999999999999,0.171,0.779,0.933,1.43
Great Escape,0.283,0.247,0.414,0.129,9.85e-06,5.95
"Telacuti (feat. Soco Francis, Beto Pelaez, Sholivery, Lean & Miguel Duarte)",0.8370000000000001,0.536,0.893,0.301,0.039,7.54
Horizon,0.35,0.841,0.581,0.0495,0.242,7.15
Pointlessness,0.0523,0.632,0.263,0.128,0.106,5.26
No Odda,0.244,0.596,0.341,0.0838,0.000487,6.45
Narcotrap,0.183,0.515,0.913,0.293,8.79e-05,6.59
Grams at Midnight,0.254,0.924,0.568,0.732,0.0002109999999999,5.64
El PanamÃ¡ West,0.967,0.55,0.759,0.534,2.62e-06,7.62
"Memory - From ""Cats""",0.139,0.311,0.244,0.7829999999999999,0.000168,3.77
Redop,0.879,0.6659999999999999,0.835,0.0704,0.927,6.82
In Dreams,0.619,0.573,0.687,0.3379999999999999,1.28e-05,7.11
Hell-On,0.2239999999999999,0.292,0.527,0.6990000000000001,0.00234,4.73
OUTRO: VISION,0.357,0.913,0.556,0.000385,0.962,5.69
High,0.0703,0.805,0.451,0.124,0.00294,6.13
Funkrolla 3.0,0.774,0.8170000000000001,0.634,0.175,9.54e-05,8.65
Without You,0.144,0.7859999999999999,0.495,0.0942,0.00245,6.3
La Llorona,0.418,0.107,0.517,0.968,1.47e-05,4.26
Controller,0.723,0.696,0.888,0.00469,0.296,8.33
Fee Fi,0.481,0.59,0.693,0.7020000000000001,0.0603,5.99
Thirteen - Recorded At Spotify Studios NYC,0.3329999999999999,0.266,0.604,0.873,0.000407,4.45
Raised to Life (feat. The Walls Group),0.0467,0.787,0.371,0.000439,0.000782,6.71
hypnotic,0.347,0.619,0.652,0.055,0.7659999999999999,5.43
Wakanda Origins,0.418,0.8690000000000001,0.7959999999999999,0.598,0.847,5.72
Nature Chill,0.67,0.28,0.725,0.254,0.611,5.8
Iconic,0.527,0.9,0.5770000000000001,0.013,0.000299,8.13
Pull Me From The Floor,0.5529999999999999,0.903,0.469,9.71e-06,0.000158,8.14
Off My Back,0.528,0.858,0.511,0.00135,0.01,7.87
Go,0.518,0.731,0.785,0.138,4.42e-05,7.61
Threads,0.284,0.526,0.564,0.767,0.109,4.85
A Chain - Radium Remix,0.3929999999999999,0.659,0.904,0.0231,0.0129,7.71
El Pom Pom,0.96,0.885,0.8079999999999999,0.238,4.14e-05,8.97
You & You Alone,0.1169999999999999,0.282,0.514,0.444,2.08e-05,5.28
Don't Go,0.308,0.568,0.6579999999999999,0.00977,3.35e-05,6.98
Cool Shit - Radium Remix,0.4029999999999999,0.502,0.86,0.0577,1.18e-05,7.55
Burnin',0.6920000000000001,0.917,0.56,4.270000000000001e-05,0.00576,8.94
Better,0.258,0.465,0.3979999999999999,0.243,3.86e-06,5.84
Solta a batida,0.79,0.8220000000000001,0.853,0.0211,0.00886,8.65
I'll Never Leave,0.942,0.369,0.705,9.93e-06,0.8220000000000001,6.27
I Won't,0.0482,0.583,0.53,0.125,0.677,4.74
Watch Me (feat. Quelle Chris & Iman Omari),0.696,0.7659999999999999,0.3829999999999999,0.412,0.0188,6.73
John & Nancy,0.809,0.563,0.7609999999999999,0.645,6.78e-06,7.05
Greener Days,0.181,0.7190000000000001,0.856,0.434,0.000151,6.51
Beird,0.517,0.552,0.784,0.165,0.105,6.84
Distant Stations,0.36,0.361,0.5379999999999999,0.857,0.0030399999999999,4.55
Killmonger's Challenge,0.0318,0.0945,0.305,0.536,0.885,2.4
Rights,0.139,0.288,0.672,0.0952,0.544,4.56
Stop That Train,0.703,0.917,0.411,0.1939999999999999,0.809,5.81
Waste Time,0.4579999999999999,0.3829999999999999,0.782,0.6459999999999999,0.000407,5.63
Riverside (Reloaded),0.29,0.929,0.884,0.0286,0.268,7.49
Come Back For More/H.O.Y.,0.3329999999999999,0.973,0.288,2.2e-05,0.6990000000000001,5.46
Fanny Dog (Royal),0.6829999999999999,0.825,0.466,0.0969999999999999,0.00649,7.37
I Met Somebody,0.395,0.569,0.3779999999999999,0.143,0.00371,6.2
Perfect,0.262,0.145,0.287,0.988,0.948,1.36
The Comeback Kid,0.607,0.9,0.644,0.0045,1.51e-06,8.21
Ballad Of The Lonely Hearts,0.353,0.945,0.357,0.00157,1.19e-06,6.98
Coming Back,0.3989999999999999,0.8959999999999999,0.754,0.00018,0.907,6.65
Small Foreign Faction,0.556,0.4639999999999999,0.7090000000000001,0.534,0.575,5.51
So Free,0.39,0.2289999999999999,0.8540000000000001,0.654,0.0049,5.5
Caroline,0.256,0.6579999999999999,0.491,0.0061,2e-06,6.7
SOULFLY,0.489,0.507,0.642,0.0701,7.75e-05,7.39
Tangi,0.0811,0.374,0.614,0.523,0.851,2.69
Changes,0.437,0.283,0.474,0.688,5.55e-06,5.29
Collapse,0.336,0.987,0.299,5.88e-06,1.1e-05,7.24
White Lies - Acoustic,0.146,0.307,0.302,0.794,0.0151,3.97
Music Is Worth Living For,0.446,0.994,0.4639999999999999,0.000857,4.69e-05,7.59
Good Good Day,0.351,0.594,0.435,0.0020399999999999,7.219999999999999e-05,6.24
Know You,0.6779999999999999,0.861,0.895,0.086,0.000442,8.82
Everything To Everyone,0.471,0.396,0.911,0.3289999999999999,0.00173,6.99
Drip,0.311,0.782,0.718,0.0267,0.0015199999999999,7.99
The King Of Pain,0.181,0.926,0.309,0.0008609999999999,2.61e-05,6.51
Twin Fantasy (Those Boys),0.135,0.351,0.335,0.327,0.284,4.37
"Wassup (feat. MadeinTYO, S'natra)",0.191,0.644,0.7390000000000001,0.0769,1.33e-06,7.15
Over You,0.162,0.263,0.675,0.684,0.024,5.02
Good one stone,0.906,0.703,0.782,0.105,0.785,6.89
USA,0.0793,0.8079999999999999,0.26,0.0246,6.39e-05,6.14
Hurt Me so Good,0.251,0.703,0.659,0.00246,0.0346,6.99
....And The Mouse Police Never Sleeps - Steven Wilson Stereo Remix,0.938,0.8220000000000001,0.544,0.0376,1.24e-06,8.55
LOUDER,0.573,0.762,0.677,0.0038399999999999,0.000124,8.11
Rishton Ke Saare Manzar,0.319,0.525,0.421,0.58,0.0010199999999999,5.07
Manzar Lounge,0.408,0.7879999999999999,0.6609999999999999,0.412,0.000434,6.58
Traitors Gate,0.244,0.862,0.307,0.000247,0.711,5.56
Broke My Own,0.555,0.736,0.492,0.00376,0.000386,7.59
Worried,0.482,0.5820000000000001,0.755,0.00228,0.0108,7.9
Skin,0.273,0.358,0.637,0.148,0.00479,6.39
Acres Wild - Steven Wilson Stereo Remix,0.8420000000000001,0.7,0.647,0.159,1.66e-05,8.61
Botanic Man - Steven Wilson Stereo Remix,0.485,0.1939999999999999,0.373,0.943,2.26e-05,3.84
'Til I'm Done,0.5710000000000001,0.675,0.687,0.00672,1.35e-05,7.74
Bittersweet & Blue,0.126,0.732,0.5660000000000001,0.0137,0.1989999999999999,6.65
Back for More,0.8490000000000001,0.691,0.722,0.1689999999999999,0.473,7.7
The Legacy,0.534,0.7190000000000001,0.568,0.461,1.51e-05,7.01
Orso (off top),0.684,0.593,0.7090000000000001,0.263,6.23e-05,6.9
No Lullaby - Steven Wilson Stereo Remix,0.655,0.659,0.395,0.0335,0.000955,7.35
Salvation,0.0311,0.205,0.0608,0.728,0.936,1.31
Dweeb,0.32,0.795,0.3829999999999999,1.84e-06,0.741,5.54
Pyramids,0.175,0.4579999999999999,0.7190000000000001,0.6579999999999999,1.31e-05,5.51
"but, are you?",0.166,0.522,0.455,0.6579999999999999,0.0001189999999999,4.64
The Summit,0.0412,0.196,0.1669999999999999,0.7759999999999999,0.348,2.75
Crybaby,0.4629999999999999,0.772,0.698,0.061,0.000405,7.45
Wanderer,0.0393,0.7979999999999999,0.657,0.021,0.8390000000000001,5.09
Heaven,0.1639999999999999,0.321,0.526,0.153,0.000279,6.16
Orphan,0.213,0.353,0.3829999999999999,0.435,1.41e-05,4.94
The Architect,0.198,0.633,0.521,0.0583,0.000567,6.56
Vale (This Is Where It Ends),0.327,0.7879999999999999,0.369,0.0429,0.000587,6.96
Someone Someday,0.429,0.691,0.5429999999999999,0.51,1.9e-06,6.36
Killbilly,0.41,0.622,0.847,0.0596,2.79e-06,7.54
"Right Here, Right Now - Friction One in the Jungle Remix",0.08,0.977,0.469,0.00106,0.2019999999999999,6.57
Kings and Queens,0.669,0.723,0.687,0.00547,0.00382,7.68
Surrender,0.144,0.861,0.46,0.0436,2.51e-06,6.25
Warrior,0.305,0.773,0.424,0.0042899999999999,0.000322,6.72
Pulled Up The Ribbon,0.268,0.972,0.424,0.00537,3.570000000000001e-05,7.41
My Last Breath,0.618,0.5870000000000001,0.541,0.0446,1.08e-06,7.61
Lost and Lonely,0.687,0.915,0.662,0.0313,0.00414,8.73
WW3,0.469,0.84,0.47,0.00426,0.166,7.76
Love Me As I Am,0.382,0.848,0.488,0.00893,0.113,6.5
Power to the Peaceful,0.465,0.898,0.6559999999999999,0.0186,0.0295,8.06
Tonight's Not The Only Night,0.523,0.623,0.731,0.04,0.0101,7.53
My Body,0.38,0.7190000000000001,0.738,0.061,0.0367,7.55
Price of Fame,0.5920000000000001,0.8240000000000001,0.584,0.0806,2.7e-05,8.02
Ride,0.706,0.802,0.527,0.0106,0.00181,8.09
I'm Going Down - Recorded at Spotify Studios NYC,0.332,0.271,0.416,0.6579999999999999,9.96e-05,4.73
Coming Back Around,0.377,0.649,0.698,0.128,0.000175,6.72
Bitter Fuck (salute remix),0.375,0.624,0.523,0.752,0.439,4.06
Armadillo,0.573,0.8759999999999999,0.51,0.000647,0.00114,7.77
Everyday I Have the Blues,0.597,0.632,0.633,0.401,5.83e-05,7.04
Everything In Our Lives - Steven Wilson Stereo Remix,0.797,0.7290000000000001,0.665,0.178,0.00873,7.78
Jack-A-Lynn - Steven Wilson Stereo Remix,0.478,0.159,0.507,0.902,0.000125,4.55
Quatrain (Studio Version) - Steven Wilson Stereo Remix,0.713,0.568,0.5529999999999999,0.0226,0.6459999999999999,6.23
Far Away,0.245,0.282,0.813,0.913,0.000391,5.01
Distant,0.512,0.415,0.745,0.504,1.02e-06,6.5
Whistle Kids (Manic Focus Remix),0.261,0.675,0.731,0.428,0.0033799999999999,6.47
Run For Cover - Naderi Remix,0.307,0.804,0.479,0.0133,6.790000000000001e-05,6.54
El Punto,0.456,0.648,0.8240000000000001,0.246,6.94e-05,7.81
Reconnect,0.249,0.736,0.5489999999999999,0.243,0.245,5.93
Much About Sadness,0.195,0.4039999999999999,0.642,0.258,0.828,4.58
Ya Me Voy,0.64,0.626,0.713,0.198,1.78e-06,7.67
I Was Lost,0.642,0.5489999999999999,0.685,0.335,0.526,6.16
Landings,0.5920000000000001,0.52,0.519,0.475,0.00467,6.14
Botanic Man Theme/A Town In England - Steven Wilson Stereo Remix,0.599,0.3229999999999999,0.633,0.564,0.00168,5.95
Unbreakable Love,0.196,0.299,0.238,0.499,0.00292,3.94
Skin & Bones,0.0386,0.466,0.634,0.0228,0.6459999999999999,4.83
My Thoughts on Neogaf Dying,0.3379999999999999,0.774,0.8190000000000001,0.00355,0.000138,8.12
Fruit Fruit Punch In Bora Bora,0.271,0.385,0.627,0.0305,0.866,5.08
Sleepless (feat. Orkid),0.366,0.6940000000000001,0.6970000000000001,0.0877,4.68e-06,7.4
No Surrender,0.7090000000000001,0.897,0.605,0.000414,0.000753,8.34
Blot,0.2,0.92,0.282,0.000715,0.0069099999999999,6.47
Carry Me On Down The Road,0.546,0.936,0.481,0.000365,0.0978,8.37
Luv My Thangz,0.544,0.72,0.7659999999999999,0.17,3.46e-05,7.71
My Cloud,0.505,0.938,0.754,0.321,4.6200000000000005e-05,7.51
This Is Me - Piano Arrangement,0.209,0.356,0.337,0.932,0.94,1.82
Que Nochesita,0.649,0.8340000000000001,0.524,0.0698,3.99e-06,7.74
"Wharf Rat - Live at The Fillmore East, New York, NY 4/26/71 [Remastered]",0.414,0.409,0.41,0.195,0.146,5.97
Oughta Be,0.3829999999999999,0.726,0.54,0.0292,1.92e-05,6.75
Outro - Robert Glasper x KAYTRANADA,0.4679999999999999,0.653,0.6409999999999999,0.7859999999999999,0.00356,5.72
Money - James Mercy Remix,0.511,0.8170000000000001,0.523,0.0235,1.74e-05,7.76
Someday,0.421,0.466,0.848,0.0507,0.000569,7.5
Throw The First Stone,0.355,0.947,0.541,0.000454,2.99e-06,7.31
Me and You,0.8640000000000001,0.6709999999999999,0.526,0.216,0.00159,7.8
Small World,0.925,0.542,0.602,0.276,0.253,6.82
Crazy Girls,0.125,0.316,0.476,0.123,1.07e-05,5.9
La Chismosa,0.928,0.983,0.7340000000000001,0.24,0.156,8.86
Lateral Thinking,0.123,0.5710000000000001,0.6409999999999999,0.00114,0.828,4.79
Let's Not Pretend,0.4029999999999999,0.77,0.473,0.021,0.0148,7.3
Speak,0.121,0.446,0.475,0.285,0.0011,5.52
Shake Your Lonely,0.604,0.523,0.457,0.369,0.0691,6.37
Havana - No Rap Version,0.439,0.495,0.75,0.225,3.13e-05,7.02
Bring Me Joy,0.42,0.973,0.3289999999999999,0.0207,0.361,6.14
Wait in the Car,0.5479999999999999,0.8270000000000001,0.46,0.0075,0.000432,7.56
POST IT,0.7509999999999999,0.586,0.7829999999999999,0.508,5.07e-06,7.63
New Kinda Feelin',0.6759999999999999,0.974,0.622,0.000522,3.91e-06,8.6
Perfect,0.0784,0.332,0.174,0.919,0.413,2.48
Never Be the Same,0.146,0.245,0.3929999999999999,0.8170000000000001,0.124,3.5
Sick Boy - Owen Norton Remix,0.504,0.8759999999999999,0.735,0.00617,1.11e-05,8.69
Vanity Ballroom,0.6,0.319,0.956,0.498,0.8109999999999999,5.02
Leave Your Phone at the Door,0.846,0.892,0.7759999999999999,0.0115,3.32e-06,9.27
Find Your Wings,0.456,0.962,0.561,0.236,0.0545,7.26
Just A Man,0.42,0.427,0.522,0.556,0.0239,5.57
Havana,0.402,0.501,0.395,0.084,0.485,5.45
2016 Mid-Season Invitational Theme,0.128,0.578,0.46,0.303,0.863,4.47
2018 Mid-Season Invitational Theme,0.155,0.7170000000000001,0.504,0.0893,0.909,4.84
2017 Mid-Season Invitational Theme,0.208,0.594,0.2689999999999999,0.18,0.947,4.18
House Is A Building,0.3379999999999999,0.4479999999999999,0.354,0.284,0.0002279999999999,5.83
Hold Me Now - Metro Boomin Mix,0.132,0.3829999999999999,0.887,0.0503,0.442,5.61
hb1013-car girl,0.173,0.584,0.691,0.52,0.205,5.34
Black Mercedes,0.597,0.4539999999999999,0.768,0.4379999999999999,0.0321,6.26
Funkrolla 4.0,0.7829999999999999,0.434,0.91,0.0537,8.46e-05,8.27
Epilogue,0.132,0.372,0.316,0.325,0.8490000000000001,3.41
Up To Something,0.491,0.736,0.7959999999999999,0.266,7.98e-06,7.21
Stallion,0.278,0.942,0.285,0.000272,0.0904,6.91
Ultraviolet,0.4629999999999999,0.8690000000000001,0.17,1.66e-05,0.0002299999999999,7.79
Cold War (Stripped),0.613,0.39,0.85,0.221,0.0004639999999999,6.64
Wolves,0.441,0.725,0.5589999999999999,0.0465,0.746,6.15
Lovely,0.346,0.428,0.732,0.618,0.8140000000000001,4.07
"I'm Tired, You're Lonely",0.15,0.195,0.413,0.938,4.08e-05,3.97
Ship To Shore,0.319,0.88,0.609,0.1689999999999999,0.000413,7.26
Second Guess (feat. Anuka),0.163,0.754,0.47,0.0283,6.45e-05,6.41
Bud,0.301,0.238,0.3829999999999999,0.89,0.0002299999999999,4.15
Live from the Bowling Alley,0.657,0.635,0.555,0.178,0.000584,7.76
Swisher,0.26,0.94,0.752,0.0313,0.1689999999999999,7.31
MÃ¡s Que Tu Amigo,0.799,0.665,0.7440000000000001,0.0956,0.000103,8.31
Growing,0.546,0.44,0.426,0.721,0.000181,4.77
Border Girl,0.447,0.435,0.581,0.462,0.529,4.84
No More Worry,0.275,0.475,0.594,0.805,0.0572,4.79
A Sense of Amarillo,0.0633,0.027,0.0856,0.996,0.929,0.56
Boring,0.6990000000000001,0.7190000000000001,0.517,0.000204,6.64e-05,7.94
World Girl - Instrumental,0.0395,0.41,0.753,0.00314,0.6659999999999999,4.75
"Symphony No. 1 in D Minor, Op. 13: II. Allegro animato",0.0677,0.0149,0.259,0.967,0.715,0.88
Living Room,0.523,0.679,0.755,0.00778,0.0393,8.03
Your Lunar Way,0.145,0.34,0.5489999999999999,0.857,0.946,1.99
Let Me Out,0.747,0.8740000000000001,0.532,2.0600000000000003e-05,0.337,8.0
Blow the Spot - Instrumental,0.777,0.7070000000000001,0.773,0.0443,0.105,8.37
Love Me Right - ADP Remix,0.421,0.5589999999999999,0.499,0.00123,0.088,7.08
Rock It - Instrumental,0.731,0.772,0.536,0.00134,0.758,6.16
Mushroom Cloud,0.0717,0.2689999999999999,0.257,0.778,0.231,3.33
I'm Here - Spring Version,0.493,0.321,0.455,0.952,0.00245,4.98
AquÃ­ Te Espero,0.68,0.7759999999999999,0.624,0.0447,3.47e-06,8.35
"Out My Way/ Around You (feat. Marr Grey, RELLA, July 7 & Devin Tracy)",0.372,0.638,0.6,0.226,1.02e-06,6.67
Puttin in Work (feat. Kenneth Paige & DC THE DON),0.146,0.5670000000000001,0.818,0.0131,8.240000000000001e-05,7.47
Romanza,0.0374,0.289,0.152,0.8390000000000001,0.797,1.34
Oblivion,0.153,0.1119999999999999,0.342,0.993,0.894,1.52
Rivalry,0.0606,0.83,0.615,0.0125,0.7290000000000001,5.57
I Don't Wanna Go,0.7929999999999999,0.945,0.516,0.000261,3.13e-05,8.4
Piranhas (Tauk Edition),0.759,0.672,0.584,0.000785,0.853,5.99
I'll Make You Sorry,0.619,0.916,0.4429999999999999,0.000336,0.0519,7.85
Skeleton,0.375,0.5579999999999999,0.6679999999999999,0.595,0.0009449999999999,5.68
Idea of You,0.107,0.523,0.436,0.241,0.00134,5.44
